Partner.Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Venezuela, RB",51749026408,58450099415,58124193833,56531046465,74906532240,68263823149,85843534589,91331203433,97976886247,1.17141E+11,1.22904E+11,92893587734,83620628582,1.12453E+11,1.4551E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),1671200000,1770899968,1996000000,,,,,,,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3764000000,3624000000,3765000000,,
Vietnam,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.23864E+11
Vanuatu,188869985.7,196142585,188080374.4,219260341.1,233902114.9,245177633.2,255890221.8,262301252.8,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,862879789.4
World,2.39172E+13,2.54053E+13,2.58238E+13,2.77463E+13,3.0848E+13,3.15392E+13,3.1431E+13,3.13466E+13,3.2512E+13,3.35712E+13,3.33674E+13,3.46448E+13,3.88829E+13,4.37877E+13,4.74118E+13,5.1341E+13,5.78333E+13,6.34335E+13,6.01384E+13,6.59567E+13,7.32973E+13,7.49656E+13,7.70506E+13,7.91314E+13,7.48427E+13,7.59368E+13,8.06838E+13
Samoa,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249908970.7,285475591.9,269481523.2,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,462649043,508503671.3,550970655.5,644132488.9,560959527.8,643046733.4,739785121.9,801168622.3,804808525.5,803589511.8,803985809.2,786356314.8,856626506
Kosovo,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6686683347,6500192728,7073420074,7386891336,6439946767,6715486726,7128690557
"Yemen, Rep.",5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753769532,19081722875,21656517484,26910851362,25130274124,30906748941,32726417212,35401325144,40415235702,43228582065,34602480339,18213328571,
South Africa,1.23943E+11,1.34545E+11,1.3431E+11,1.39752E+11,1.5546E+11,1.47608E+11,1.52586E+11,1.37774E+11,1.36632E+11,1.36362E+11,1.21601E+11,1.15748E+11,1.75257E+11,2.28937E+11,2.57671E+11,2.71811E+11,2.99034E+11,2.871E+11,2.97217E+11,3.75298E+11,4.16878E+11,3.96333E+11,3.66829E+11,3.50905E+11,3.17741E+11,2.95763E+11,3.49419E+11
Zambia,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21154394546,20954754378,25808666422
Zimbabwe,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8621573600,10141859700,12098450700,14242490300,15451768700,15891049200,16304667800,16619960400,17845821400
